,Description,month,year,country,country,industry,hacktype
299,"July 2020 . Media reports say a 2018 Presidential finding authorized the CIA to conduct cyber operations against Iran, North Korea, Russia, and China. The operations included disruption and public leaking of information. ",July,2020,United States,Iran,Unknown,Denial of Service
300,July 2020 . President Trump confirmed that he directly authorized a 2019 operation by US Cyber Command taking the Russian Internet Research Agency offline.   ,Unknown,2019,United States,Russia,Government,Unknown
301,June 2020 . Uyghur and Tibetan mobile users were targeted by a mobile malware campaign originating in China that had been ongoi ng since 2013 ,June,2020,China,China,Technology,Malware
302,June 2020 . A hacking group affiliated with an unknown government was found to have targeted a range of Kurdish individuals in Turkey and Syria at the same time as Turkey launched its offensive into northeastern Syria. ,June,2020,Unknown,Turkey,Unknown,Unknown
303,June 2020 . The most popular of the tax reporting software platforms China requires foreign companies to download to operate in the country was discovered to contain a backdoor that could allow malicious actors to conduct network reconnaissance or attempt to take remote contr ol of company systems ,June,2020,China,China,Finance,Malware
304,"June 2020 . Nine human rights activists in India were targeted as part of a coordinated spyware campaign that attempted to use malware to log their keystrokes, record audio, and steal credentials ",June,2020,Unknown,India,Government,Malware
305,June 2020 . A Moroccan journalist wa s targeted by unknown actors who sent him phishing messages that could have been used to download spyware developed by Israeli NSO group ,June,2020,Unknown,Morocco,Unknown,Phishing
306,"June 2020 . North Korean state hackers sent COVID -19-themed phishing emails to more than 5 million businesses and indi viduals in Singapore, Japan, the United States, South Korea, India, and the UK in an attempt to steal personal and financial data ",June,2020,"Korea, North",United States,Government,Phishing
307,June 2020. The Australian Prime Minister announced that an unnamed state actor had been targeting businesses and government agencies in Australia as part of a large -scale cyber attack. ,June,2020,Unknown,Australia,Government,Unknown
308,"June 2020. In the midst of escalating tensions between China and India over a border dispute in the Galwan Valley, Indian government agencies and banks reported being targeted by DDoS attacks reportedly originating in China ",June,2020,China,India,Government,Denial of Service
309,June 2020 . Suspected North Korean hackers compromised at least two defense firms in Central Europe by sending false job offers to their employees while posing as representatives from major U.S. defense contractors ,June,2020,"Korea, North",United States,Defense,Unknown
310,"May 2020. Businesses in Japan, Italy, Germany, and the UK that supply equipment and software to industrial firms were attacked in a targeted and highly sophisticated campaign by an unknown group of hackers ",May,2020,Unknown,Italy,Manufacturing,Unknown
311,May 2020 . The NSA announced that Russian hackers associated with the GRU had been exploiting a bug that could allow them to take remote control of U.S. servers ,May,2020,Russia,United States,Unknown,Zero-day Exploits
312,"May 2020 . German officials found that a Russian hacking group associated with the FSB had compromised the networks of energy, water, an d power companies in Germany by compromising the firmsâ suppliers. ",May,2020,Russia,Germany,Energy,Supply Chain
313,May 2020 . Cyber criminals managed to steal $10 million from Norwayâs state investment fund in a business email compromise scam that tricked an employee into transferring money into an account controlled by the hackers   ,May,2020,Unknown,Norway,Finance,Data Exfiltration
314,May 2020 . Iranian hackers conducted a cyber espionage campaign targeting air transportation and government actors in Kuwait and Saudi Arabia. ,May,2020,Iran,Kuwait,Transportation,Data Exfiltration
315,May 2020 . Chinese hackers accessed the travel records of nine million customer s of UK airline group EasyJet ,May,2020,China,United Kingdom,Non-profit,Data Exfiltration
316,"May 2020 . Two days before Taiwanese President Tsai Ing -wen was sworn in for her second term in office, the presidentâs office was hacked, and files were leaked to local media outlets purporting to show infighting within the administration. The presidentâs office claimed the leaked documents had been doctored. ",May,2020,China,Taiwan,Government,Unknown
317,May 2020 . U.S. officials accused hackers linked to the Chinese government of attempting to steal U.S. research into a coronavirus vaccine ,May,2020,China,United States,Healthcare,Data Exfiltration
318,May 2020 . Suspected Chinese hackers conducted a phishing campaign to compromise Vietnamese government officials involved in ongoing territorial disputes with China in the South China Sea. ,May,2020,China,Vietnam,Government,Phishing
319,"May 2020 . Suspected Iranian hackers compromised the IT systems of at leas t three telecom companies in Pakistan, and used their access to monitor targets in the country. ",May,2020,Iran,Pakistan,Telecommunications,Unknown
320,May 2020 . Japanâs Defense Ministry announced it was investigating a large -scale cyber attack against Mitsubishi Electric that could have compromised details of new state -of-the-art missile designs. ,May,2020,Unknown,Japan,Defense,Unknown
321,"May 2020 . Israeli hackers disrupted operations at an Iranian port for several days, causing massive backups and delays. Officials characterized the attack as a retaliation against a failed Iranian hack in April targeting the command and control systems of Israeli water distribution systems. ",May,2020,Iran,Israel,Utilities,Unknown
322,"May 2020 . A suspected PLA hacking group targeted government -owned companies, foreign affairs ministries, and science and technology ministries across Australia, Indonesia, t he Philippines, Vietnam, Thailand, Myanmar, and Brunei. ",May,2020,Vietnam,Australia,Government,Unknown
323,May 2020 . Operations at two Taiwanese petrochemical companies were disrupted by malware attacks. Taiwanese officials speculated that the attacks could have been linked to the upcoming inauguration of Taiwanese President Tsai Ing -wenâs second term. ,May,2020,China,Taiwan,Energy,Malware
324,"April 2020 . Suspected Vietnamese government hackers used malicious apps uploaded to the Google Play app store to infect users in South and Southeast Asia with spyware capable of monitoring the targetâs call logs, geolocation data, and text messages. ",April,2020,Vietnam,Unknown,Technology,Malware
